tnea_code,college_name,dean_principal,address,taluk,district,pincode,phone_fax,email_id,website,anti_ragging_phone_no,placement,bank_account_no,bank_name,ifsc_code,distance_from_district_hq,nearest_railway_station,distance_from_railway_station,minority_status,autonomous_status,pdf_page,hostel_facilities_boys,hostel_facilities_girls,accommodation_ug_boys,accommodation_ug_girls,permanent_or_rental_boys,permanent_or_rental_girls,mess_type_boys,mess_type_girls,mess_bill_boys,mess_bill_girls,room_rent_boys,room_rent_girls,electricity_charges_boys,electricity_charges_girls,caution_deposit,establishment_charges,admission_fees,transport_facilities,min_transport_charges,max_transport_charges
1523,"Global Institute of Engineering and Technology (Autonomous), Bangalore-Chennai Highway, Melvisharam, Walajah Taluk, Ranipet District 632506",Dr K BALAKANNAN,"NO. 257/1, BANGALORE - CHENNAI HIGHWAY, MELVISHARAM",WALAJAH,RANIPET,632509,9443132622,global_iet@yahoo.co.in,www.getedu.in,9994275826,90.0,25300100001283,FEDERAL BANK,FDRL0002530,7.0,WALAJAH ROAD,10.0,No,Yes,165,Boys,Girls,yes,yes,permanent,permanent,both,both,5000.0,5000.0,1500,1500,800,800,10000,0,10000,yes,9000,38000
2624,"Gnanamani College of Technology (Autonomous), Pachal Post, Namakkal District 637018",DR B SANJAY GANDHI,"NH-7, A.K.SAMUTHIRAM, PACHAL POST, NAMAKKAL DIST",NAMAKKAL,NAMAKKAL,637018,9944493900,INFO@GCT.ORG.IN,WWW.GCT.ORG.IN,9750303847,81.0,50100701010230,HDFC BANK LTD,HDFC0001879,23.0,RASIPURAM JUNCTION,6.0,No,Yes,217,Boys,Girls,yes,yes,permanent,permanent,both,both,63900.0,63900.0,0,0,0,0,0,0,10000,yes,10000,25000
1123,"Gojan School of Business and Technology (Autonomous), Alamathi, Chennai 600062",DR C SELVA KUMAR,"GOJAN COLLEGE ROAD, EDAPALAYAM, REDHILLS, CHENNAI - 600052",PONNERI,TIRUVALLUR,600052,7010723984,principal@gsbt.edu.in,https://gsbt.edu.in/,8903854523,90.0,920010021887848,AXIS BANK,UTIB0000006,20.0,PERAMBUR,15.0,No,Yes,66,Boys,Girls,yes,yes,permanent,permanent,both,Both,48000.0,48000.0,12000,12000,0,0,0,0,10000,yes,15000,30000
4686,"Good Shepherd College of Engineering and Technology, Maruthamparai, Kanyakumari District 629101",DR ROBIN KUMAR SAMUEL,"MARUTHAMPARAI POST, KALIYAL",VILAVANCODE,KANNIYAKUMARI,629101,7373002888,gscet2018@gmail.com,www.gscet.org,8903700936,92.0,204901004053,ICICI BANK,ICIC0002049,45.0,KUZHITHURAI JUNCTION,27.0,No,No,368,Boys,Girls,yes,yes,permanent,permanent,both,both,50000.0,50000.0,10000,10000,0,0,0,0,0,yes,5000,15000
2603,"Government College of Engineering (Autonomous), Bargur, Krishnagiri District 635104",DR V THIRUNAVUKKARASU,"NH46, CHENNAI BANGALORE HIGHWAY, BARGUR (POST), MADEPALLI (VILLAGE),",BARGUR,KRISHNAGIRI,635104,9442566101,principal503@gmail.com,www.gcebargur.ac.in,8056816090,72.0,6334880695,INDIAN BANK,,14.0,JOLARPETTAI,40.0,No,Yes,200,Boys,Girls,yes,yes,permanent,permanent,veg,veg,1700.0,1700.0,200,200,200,200,5000,2750,200,no,0,0
2615,"Government College of Engineering (Autonomous), Karuppur, Salem District 636011",DR V GEETHA,"NH-7, BANGALORE HIGHWAYS, SALEM -11",OMALUR,SALEM,636011,4272346157,principal@gcesalem.edu.in,www.gcesalem.edu.in,9385534716,65.0,11215748145,STATE BANK OF INDIA OMALUR,SBIN0001030,10.0,SALEM JUNCTION,8.0,No,Yes,209,Boys,Girls,yes,yes,permanent,permanent,veg,veg,2200.0,2100.0,250,250,200,200,4500,2750,200,yes,5500,5500
4974,"Government College of Engineering (Autonomous), Tirunelveli District 627007",Dr P LATHA,"TIRUVANDRUM ROAD, TIRUNELVELI",PALAYAMKOTTAI,TIRUNELVELI,627007,4622552450,principal@gcetly.ac.in,www.gcetly.ac.in,9486338310,70.0,8656101000165,CANARA BANK,CNRB0008656,7.0,TIRUNELVELI,8.0,No,Yes,405,Boys,Girls,yes,yes,permanent,permanent,both,Both,2500.0,2000.0,200,200,250,250,5000,3750,200,no,0,0
2709,"Government College of Engineering (Formerly Institute of Road and Transport Technology), Vasavi College Post, Erode District 638316",DR A SARADHA,"SRI VASAVI COLLEGE (PO), ERODE",ERODE,ERODE,638316,4242533579,gceeprincipal@gmail.com,www.gcee.ac.in,9443630000,82.0,31088953665,STATE BANK OF INDIA,SBIN0000971,15.0,ERODE,17.0,No,No,251,Boys,Girls,yes,yes,permanent,permanent,both,both,2700.0,2700.0,200,200,250,250,5000,4500,200,yes,0,0
2369,"Government College of Engineering, Chettikkarai Post, Dharmapuri District 635704",DR V SUMATHY,"HARUR MAIN ROAD, CHETTIKARAI POST, DHARMAPURI",DHARMAPURI,DHARMAPURI,636704,9444565950,principalgcedpi@gmail.com,www.gcedpi.edu.in,9444565950,88.0,33722839065,STATE BANK OF INDIA,SBIN0000832,5.0,DHARMAPURI,8.0,No,No,195,Boys,Girls,yes,yes,permanent,permanent,veg,veg,30000.0,30000.0,200,200,250,250,7000,5000,5050,no,0,0
3464,"Government College of Engineering, Gandarvakottai Road, Sengipatti, Thanjavur District 613402",DR M VIJAYARAJ,"GOVERNMENT COLLEGE OF ENGINEEING, SENGIPATTI, GANDARVAKOTTAI ROAD, THANJAVUR",BUDHALUR,THANJAVUR,613402,9442964798,gcesengipatti@gmail.com,www.gcetj.edu.in,9442964798,56.0,100801000028498,INDIAN OVERSEAS BANK SENGIPATTI,,25.0,BUDALUR,12.0,No,No,308,Boys,Girls,yes,yes,permanent,permanent,both,Both,23000.0,23000.0,200,200,250,250,10000,9000,200,no,0,0
5009,"Government College of Engineering, Melachokkanathapuram, Bodinayakkanur, Theni District 625582",Dr C VASANTHANAYAKI,"Government College of Engineering, Thevaram Main Road, Bodinayakanur-625 582,Theni Dt.",BODINAYAKANUR,THENI,625582,4546282555,gcebodi@gmail.com,www.gcebodi.ac.in,9442638909,70.0,37103760745,STATE BANK OF INDIA,SBIN0000321,16.0,BODINAYAKANUR,4.0,No,No,424,Boys,Girls,yes,yes,permanent,permanent,veg,veg,20000.0,20000.0,200,200,250,250,5000,3000,250,no,0,0
3465,"Government College of Engineering, Srirangam, Sethurappatti, Tiruchirappalli District 620012",Dr V GOPALAKRISHNAN,"THE PRINCIPAL GOVERNMENT COLLEGE OF ENGINEERING SRIRANGAM SETHURAPPATTI ROAD TRICHY TO MADURAI HIGHWAYS, TRICHY 620012",SRIRANGAM,TIRUCHIRAPPALLI,620012,9488008656,gcesrirangam@gmail.com,www.gces.edu.in,9443749489,78.0,34778733940,STATE BANK OF INDIA,SBIN0011935,19.0,TIRUCHIRAPPALLI JUNCTION,19.0,No,No,309,Boys,Girls,yes,yes,permanent,permanent,veg,veg,32700.0,32700.0,200,200,250,250,5000,2750,200,no,0,0
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",DR K MANONMANI,"GCT, THADAGAM ROAD ,COIMBATORE- 641013.",COIMBATORE NORTH,COIMBATORE,641013,4222432221,gctcbe@gct.ac.in,www.gct.ac.in,9994433532,96.0,30431426923,STATE BANK OF INDIA,SBIN0010432,7.0,COIMBATORE JN,6.0,No,Yes,170,Boys,Girls,yes,yes,permanent,permanent,veg,veg,30000.0,30000.0,200,200,250,250,5000,2750,200,no,0,0
4931,"Grace College of Engineering, Chandy Nagar, Mullakkadu, Thoothukudi District 628005",DR S SIDHARDHAN,"MULLAKKADU, THOOTHUKUDI",THOOTHUKUDI,THOOTHUKUDI,628005,9790711752,info@grace.edu.in,www.grace.edu.in,9150316905,85.0,106150050801226,TAMILNAD MERCANTILE BANK LTD,TMBL0000027,10.0,THOOTHUKUDI JUNCTION,10.0,No,No,377,Boys,Girls,yes,yes,permanent,permanent,both,Both,48000.0,48000.0,10000,10000,0,0,5000,0,1500,yes,5000,15000
2777,"HINDUSTHAN COLLEGE OF ENGINEERING Affiliated to Anna University, Chennai Approved by AICTE and Government of Tamilnadu Perundurai-Chennimalai Road, Ingur, Perundurai, Erode - 638 052",DR C RAMESHKUMAR,"HINDUSTHAN COLLEGE OF ENGINEERING,PERUNDURAI- CHENNIMALAI ROAD,INGUR,PERUNDURAI,ERODE- 638052",PERUNDURAI,Erode,638052,8652519415,hiceprincipal@hindusthan.net,www.hice.ac.in,9003753332,,925010033651890,AXIS BANK,UTIB0000090,15.0,INGUR,5.0,No,No,297,Boys,Girls,yes,yes,permanent,permanent,both,both,50000.0,50000.0,15000,15000,700,700,0,0,1500,yes,8000,25000
2708,"Hindusthan College of Engineering and Technology (Autonomous), Othakkalmandapam Post, Coimbatore District 641032",DR J JAYA M TECH PH D,"VALLEY CAMPUS, POLLACHI HIGH WAY , OTHAKKALMANDAPAM",COIMBATORE SOUTH,COIMBATORE,641032,8098333333,principal@hicet.ac.in,www.hicet.ac.in,9894301002,86.0,034109000090507,CITY UNION BANK,CIUB0000034,13.0,COIMBATORE,12.0,No,Yes,250,Boys,Girls,yes,yes,permanent,permanent,both,both,4000.0,3500.0,2500,2500,700,700,0,0,1500,yes,10000,30000
2345,"Hindusthan College of Technology (Autonomous), Sikkanampatty, (Opp. to Airport), Omalur Taluk, Salem District 636309",DR A SELVARAJ ME PHD MISTE,"OPPOSITE SALEM AIRPORT, SIKKANAMPATTI, OMALUR, SALEM - 636309",KADAIYAMPATTI,SALEM,636309,4290233333,principal@dgct.ac.in,www.dgct.ac.in,9442273721,90.0,008001000040458,INDIAN OVERSEAS BANK,,20.0,OMALUR,6.0,No,Yes,183,Boys,Girls,yes,yes,permanent,permanent,veg,veg,6000.0,6000.0,400,400,100,100,0,5000,5000,yes,15000,25000
2740,"Hindusthan Institute of Technology (Autonomous), Othakkalmandapam, Coimbatore District 641032",DR C NATARAJAN,"VALLY CAMPUS,POLLACHI HIGHWAY,OTHAKKALMANDAPAM COIMBATORE 641032",COIMBATORE SOUTH,COIMBATORE,641032,9047010006,hitprincipal@hindusthan.net,www.hit.edu.in,9994630696,82.0,034109000090505,CITY UNION BANK,CIUB0000034,13.0,COIMBATORE,13.0,No,Yes,273,Boys,Girls,yes,yes,permanent,permanent,both,Both,3500.0,3000.0,1500,1500,700,700,0,0,1500,yes,10000,30000
4934,"Holy Cross Engineering College, Vagaikulam, Sri Mulakarai, Srivaikuntam, Thoothukudi District 628851",Dr M VARATHA VIJAYAN,"7/131,HOLYCROSS NAGAR, SRIVAIKUNTAM, VAGAIKULAM EXPRESS ROAD , THANOOTHU VILLAGE",ERAL,THOOTHUKUDI,628851,9994226362,dgrtrust@gmail.com,www.holycrossengineeringcollege.com,9994226362,90.0,111100710400171,TAMILNAD MERCANTILE BANK LTD,,22.0,THOOTHUKUDI,22.0,No,No,380,Boys,Girls,yes,yes,permanent,permanent,both,both,48000.0,48000.0,12000,12000,1200,1200,10000,6000,1000,yes,15000,25000
1408,"I F E T College of Engineering (Autonomous), Gangarampalayam, Villupuram District 605108",DR G MAHENDRAN M TECH PH D,"IFET NAGAR, GANGARAMPALAYAM, VALAVANUR",VILLUPURAM,VILUPPURAM,605108,4146231456,college@ifet.ac.in,www.ifet.ac.in,9442172456,92.0,037802000000501,INDIAN OVERSEAS BANK,,15.0,VALAVANUR,4.0,No,Yes,121,Boys,Girls,yes,yes,Rental,Rental,both,Both,48000.0,48000.0,14000,14000,6000,6000,3000,1500,500,yes,13500,28000
1605,"Idhaya Engineering College for Women, Chinnasalem, Kallakkurichi District 606201",DR C MANOHARAN,CHINNASALEM TALUK AND POST - 606201,CHINNASALEM,KALLAKURICHI,606201,4151258325,idhaya@iecw.edu.in,www.iecw.edu.in,9843858770,85.0,530319761,INDIAN BANK,IDIB000C045,15.0,CHINNASALEM,4.0,Yes,No,169,Boys,Girls,no,yes,,permanent,0,Both,0.0,30000.0,0,12000,0,3000,0,0,5000,yes,6000,33000
3845,"Imayam College of Engineering, Kannanur, Thuraiyur, Tiruchirappalli District 621206",DR JOSEPH M,"KANNANUR, THURAIYUR",THURAIYUR,TIRUCHIRAPPALLI,621206,9566359960,imayamengg2009@gmail.con,www.imayaminstitutions.org,9965497143,80.0,00000033985998127,STATE BANK OF INDIA THURAIYUR,SBIN0000765,50.0,KULITHALAI,15.0,No,No,343,Boys,Girls,yes,yes,permanent,permanent,both,nonveg,60000.0,60000.0,10000,10000,4000,4000,5000,5000,500,yes,6000,14000
4932,"Immanuel Arasar J.J. College of Engineering, Edavilagam, Nattalam, Marthandam, Kanyakumari-629165",DR J V MURUGA LAL JEYAN,"Edavilagam, Nattalam, MARTHANDAM(PO), KANYAKUMARI DIST, TAMIL NADU.-PIN: 629165",VILAVANCODE,KANNIYAKUMARI,629165,4651292368,iajj.principal2011@gmail.com,https://www.immanuelarasarjjce.com/,8148655643,25.0,140802000000862,INDIAN OVERSEAS BANK,IOBA0002869,26.0,KULITTURAI,5.0,Yes,No,378,Boys,Girls,yes,yes,permanent,permanent,both,Both,55000.0,55000.0,13200,13200,3800,3800,5000,10000,2500,yes,10000,25000
2343,"Indian Institute of Handloom Technology, Foulke s Compound, Thillai Nagar, Salem District 636001",DR P THENNARASU,"FOULKES COMPOUND,THILLAI NAGAR, SALEM- 636001",SALEM,SALEM,636001,4272296943,iiht.tnslm@nic.in,www.iihtsalem.edu.in,9445671467,,1157635649,CENTRAL BANK OF INDIA,CBIN0280903,2.0,SALEM TOWN,1.0,No,No,182,Boys,Girls,yes,yes,permanent,permanent,both,Both,40000.0,40000.0,3000,3000,0,0,10000,0,100,no,0,0
1229,"Indira Institute of Engineering and Technology, VGR Gardens, Pandur, Thiruvallur District 631203",DR N VELVIZHI,"NO:1, V.G.R. GARDENS, V.G.R. NAGAR, PANDUR(POST), PANDUR(VILLAGE)",THIRUVALLUR,TIRUVALLUR,631203,9841039479,engg.principal@indiraeducational.org,www.indiraeducational.org,9894405442,80.0,50200063368587,HDFC BANK LTD,HDFC0000881,5.0,THIRUVALLUR,6.0,No,No,90,Boys,Girls,yes,yes,permanent,permanent,both,Both,1500.0,1500.0,2500,2500,275,275,0,2500,1000,yes,25000,35000
3831,"Indra Ganesan College of Engineering (Autonomous), Madurai Main Road, Manikandam, Tiruchirappalli District 620012",DR G BALAKRISHNAN,"NH45B, MANIKANDAM",MANIKANDAM,TIRUCHIRAPPALLI,620012,8508688845,principal@igceng.com,www.igceng.com,8508688828,100.0,925010030011958,AXIS BANK,UTIB0002695,7.0,TIRUCHIRAPALLI JUNCTION,7.0,No,Yes,338,Boys,Girls,yes,yes,permanent,permanent,both,Both,45000.0,45000.0,25000,25000,5000,5000,0,0,10000,yes,15000,30000
4976,"Infant Jesus College of Engineering, Thoothukudi Highway (NH7/A), Thoothukudi District 628851",DR S ALLWIN,"KAMARAJAR NAGAR KEELAVALLANADU ,ELLAINAYAKKANPATTI POST",SRIVAIKUNDAM TALUK,THOOTHUKUDI,628851,9444446699,contact@ijce.ac.in,www.ijce.ac.in,9444881111,70.0,1566843994,CENTRAL BANK OF INDIA,CBIN0280922,33.0,TIRUNELVELI,18.0,Yes,No,407,Boys,Girls,yes,yes,permanent,permanent,both,both,34000.0,34000.0,8250,8250,2750,2750,1500,3000,1500,yes,16000,24000
2732,"Info Institute of Engineering (Autonomous), Sarkar Samakulam, Coimbatore District 641107",Dr N KOTTISWARAN,"NH 209, SATHY ROAD, SARKAR SAMAKULAM, KOVILPALAYAM, COIMBATORE - 641107",COIMBATORE NORTH,COIMBATORE,641107,8489412277,info@infoengg.com,www.infoengg.com,8489412277,83.0,1270115000006061,KARUR VYSYA BANK,KVBL0001270,20.0,COIMBATORE JUNCTION,16.0,No,Yes,268,Boys,Girls,yes,yes,permanent,permanent,both,Both,55000.0,55000.0,15000,15000,5000,5000,5000,0,5000,yes,14000,36000
3807,"J J College of Engineering and Technology (Autonomous), Poolankulathupatti Post, Thiruchirappalli District 620009",Dr MATHIYALAGAN P,"NH-83, Trichy - Dindigul Main Road, Poolangulathupatti Post, Trichy - 620 009.",SRIRANGAM,TIRUCHIRAPPALLI,620009,9865211776,principal@jjcet.ac.in,www.jjcet.ac.in,9842811776,95.0,50100488908664,HDFC BANK,HDFC0000058,15.0,TRICHIRAPPALLI JUNCTION,15.0,No,Yes,323,Boys,Girls,yes,yes,permanent,permanent,both,both,60000.0,60000.0,45000,45000,0,0,0,0,1000,yes,10000,45000
2758,"J K K Munirajah College of Technology (Autonomous), T N Palayam, Gobi Taluk, Erode District 638506",DR K SRIDHARAN,"T.N.PALAYAM, GOBICHETTIPALAYAM",GOBICHETTIPALAYAM,ERODE,638506,9789339900,principal309@gmail.com,www.jkkmct.edu.in,9789339900,92.0,00000030641653617,STATE BANK OF INDIA,SBIN0002278,50.0,ERODE JUNCTION,50.0,No,Yes,286,Boys,Girls,yes,yes,permanent,permanent,both,both,30000.0,30000.0,10000,10000,5000,5000,5000,0,100,yes,2000,20000
2647,"J K K Nataraja College of Engineering and Technology (Autonomous), Komarapalayam Amani, Thattankuttai Panchayat, Namakkal District 638183",Dr C KATHIRVEL,"NATARAJAPURAM, NH-544 (SALEM TO COIMBATORE), KUMARAPALAYAM.",KUMARAPALAYAM,NAMAKKAL,638183,9842710606,engg@jkkn.ac.in,https://engg.jkkn.ac.in,9842710606,70.0,813486360,INDIAN BANK,IDIB000K045,45.0,ERODE,17.0,No,Yes,234,Boys,Girls,yes,yes,permanent,permanent,both,both,44000.0,44000.0,19000,19000,1500,1500,0,0,0,yes,5000,5000
1126,"J N N Institute of Engineering (Autonomous), Ushaa Garden, Kannigaipair Village, Uthukottai Taluk, Thiruvallur District 601102",DR G MOHAN BABU,"90, USHAA GARDEN, KANNIGAIPAIR, CHENNAI - PERIYAPALAYAM HIGHWAY, NEAR REDHILLS, CHENNAI, TAMIL NADU 601102",UTHUKOTTAI,TIRUVALLUR,601102,9600057121,principal@jnn.edu.in,https://www.jnn.edu.in/,9884282631,84.0,027002000006235,INDIAN OVERSEAS BANK,IOBA0000270,36.0,PONNERI,18.0,Yes,Yes,67,Boys,Girls,yes,yes,permanent,permanent,both,Both,4500.0,4500.0,4000,4000,500,500,5000,0,1000,yes,25000,45000
4994,"J P College of Engineering, College Road, Ayakudy, Tenkasi Taluk, Tenkasi District 627852",DR M RAJKUMAR,"COLLEGE ROAD, AYIKUDY, TENKASI",KADAYANALLUR,TENKASI,627852,8012520430,principal@jpcoe.ac.in,www.jpcoe.ac.in,8012520500,90.0,910010017407516,AXIS BANK,,5.0,TENKASI JUNCTION,7.0,Yes,No,419,Boys,Girls,yes,yes,permanent,permanent,both,Both,2000.0,2000.0,2000,2000,0,0,0,0,1000,yes,10000,30000
2651,"Jai Shriram Engineering College (Autonomous), Dharapuram Road, Avinashi Palayam, Tiruppur District 638660",DR P S PERIASAMY,DHARAPURAM ROAD AVINASHIPALAYAM,TIRUPPUR,TIRUPPUR,638660,4212313335,principal@jayshriram.edu.in,www.jayshriram.edu.in,9047098314,98.0,0099073000001200,THE SOUTH INDIA BANK LTD,SIBL0000099,5.0,TIRUPPUR,20.0,No,Yes,237,Boys,Girls,yes,yes,permanent,permanent,both,both,60000.0,60000.0,15000,15000,0,0,0,0,0,yes,8000,28000
2350,"Jairupaa College of Engineering, Thottiapalayam, Kathankanni Post, Kangayam, Tiruppur District 641 604",DR T P JAYAKUMAR,"167A, THOTTIAPALAYAM,KATHANKANNI POST",KANGAYAM,TIRUPPUR,641604,9944001608,jairupa2007@gmail.com,www.jairupa.org,9944001608,,5689201000112,CANARA BANK,,16.0,UTHUKULI,5.0,No,No,187,Boys,Girls,yes,yes,permanent,permanent,both,Both,2000.0,2000.0,500,500,0,0,3000,0,0,yes,3000,15000
5546,"Jamal Mohamed College of Engineering, NH-45, Morepatti, Vadamadurai Via, Vedasandur Taluk, Dindigul, Tamil Nadu - 624 802",Dr S JAISANKAR,"NH 45 Trichy Road, Morepatti, Vadamadurai",Vedasanthur,Dindigul,624802,9894062613,director.jmce@gmail.com,www.jmce.edu.in,7418344480,80.0,046702000001188,Indian Overseas Bank,IOBA0000467,18.0,Vadamaduari,4.0,No,No,435,Boys,Girls,yes,yes,permanent,permanent,both,both,45000.0,45000.0,25000,25000,5000,5000,2500,5000,500,yes,12000,20000
2762,"Jansons Institute of Technology (Autonomous), Karumathampatty, Somaur, Coimbatore District 641659",DR V NAGARAJAN,"SF.NO. 443/1,2, 442/1A & 442/1B, KARUMATHAMPATTI, COIMBATORE 641659.",SULUR,COIMBATORE,641659,9750057222,info@jit.ac.in,www.jit.ac.in,9750053222,89.0,0050229451,KOTAK MAHINDRA BANK LIMITED,KKBK0000492,30.0,COIMBATORE JUNCTION,30.0,No,Yes,288,Boys,Girls,yes,yes,permanent,permanent,both,both,55000.0,55000.0,50000,50000,0,0,0,0,1000,yes,18000,32000
1221,"Jaya College of Engineering and Technology, Parivakkam, Poonamallee, Chennai 600056",DR S SATHISH,CHENNAI BANGALORE HIGHWAY PARIVAKKAM POONAMALLEE,POONAMALLEE,TIRUVALLUR,600056,9894260193,principal@jcetech.ac.in,www.jcetech.ac.in,8838471169,80.0,146902000000175,INDIAN OVERSEAS BANK,,25.0,AVADI,8.0,Yes,No,85,Boys,Girls,Yes,Yes,Permanent,Permanent,Both,Both,,,2200,2200,100,100,0,0,0,Yes,12000,24000
1106,"Jaya Engineering College, Thirunindravur, Chennai 602024",Dr C S RAVICHANDRAN,"CTH ROAD, PRAKASH NAGAR, THIRUNINRAVUR,CHENNAI",AVADI,TIRUVALLUR,602024,9750956751,principal@jec.ac.in,www.jec.ac.in,9551329915,89.0,146902000000004,INDIAN OVERSEAS BANK,IOBA0001469,15.0,NEMILICHERRY JAYA,1.0,Yes,No,53,Boys,Girls,yes,yes,permanent,permanent,both,Both,43200.0,43200.0,25200,25200,1600,1600,0,0,0,yes,5500,14500
1107,"Jaya Institute of Technology, Kanchipadi Post, Thiruvallur-Tiruttani NH Road, Thiruvallur District 631204",Dr N B GEETHA,"JAYAVEL NAGAR, KANCHIPADI POST",TIRUTTANI TALUK,TIRUVALLUR,631204,9965426274,info@jitcollege.edu.in,www.jitcollege.edu.in,9894597456,100.0,146902000000127,INDIAN OVERSEAS BANK,IOBA0001469,9.0,TIRUVALLUR,9.0,Yes,No,54,Boys,Girls,yes,yes,permanent,permanent,both,both,43200.0,43200.0,25000,25200,1600,1600,0,0,0,yes,15000,25000
1416,"Jaya Sakthi Engineering College, Thirunindravur, Chennai 602024",Dr P THIRUMURUGAN,ST MARYS NAGAR NEAR PRAKASH NAGAR THIRUNINRAVUR CHENNAI,AVADI,TIRUVALLUR,602024,4426340250,info@sakthiec.edu.in,www.sakthiec.edu.in,9080884256,90.0,146902000000400,INDIAN OVERSEAS BANK,IOBA0001469,15.0,NEMILICHERY JAYA COLLEGE,1.0,Yes,No,127,Boys,Girls,yes,yes,permanent,permanent,both,both,43200.0,43200.0,25200,25200,1600,1600,0,0,0,yes,14000,28000
2640,"Jayalakshmi Institute of Technology, Thoppur, Dharmapuri District 635352",DR K TAMIZHARASU,THOPPUR,NALLAMPALLI,DHARMAPURI,636352,9087666100,jit.thoppur@gmail.com,www.jit.net.in,9087666100,80.0,605701328182,ICICI BANK,ICIC0006057,24.0,THOPPUR,2.0,No,No,229,Boys,Girls,yes,yes,permanent,permanent,both,both,35000.0,35000.0,15000,15000,0,0,0,0,1500,yes,8000,25000
4956,"Jayamatha Engineering College, Aralvaimozhi, Kanyakumari District - 629301",DR R UMA,"RAJA NAGER, MUPPANDAL, ARALVAIMOZHI",THOVALAI,KANNIYAKUMARI,629301,9943025312,jayamathacollege@yahoo.com,https://www.jayamatha.org,9943025306,100.0,50240000148649,ESAF BANK,ESMF0001382,16.0,ARALVAIMOZHI,3.0,Yes,No,391,Boys,Girls,yes,yes,permanent,permanent,both,Both,4500.0,4500.0,1000,1000,300,300,0,2700,300,yes,6195,10374
4957,"Jayaraj Annapackiam CSI College of Engineering, Nazareth, Thoothukudi District 628617",DR S JEYAKUMAR,MARGOSCHIS NAGAR NAZARETH,ERAL,THOOTHUKUDI,628617,9442242889,jacsiprincipalce@gmail.com,www.jacsicoe.in,9442242889,90.0,1113101020461,CANARA BANK,CNRB0001113,45.0,NAZARETH,3.0,No,No,392,Boys,Girls,yes,yes,permanent,permanent,both,Both,2800.0,2800.0,10000,10000,0,0,0,0,2000,yes,12000,40000
2769,"JCT College of Engineering and Technology ( Autonomous ), Pichanur, Coimbatore. 641105.",DR S MANOHARAN,"PICHANUR,COIMBATORE",MADUKKARAI,COIMBATORE,641105,9361488801,info@jct.ac.in,www.jct.ac.in,9361488804,90.0,61212010007372,CANARA BANK,,23.0,ETTIMADAI,5.0,No,Yes,293,Boys,Girls,yes,yes,permanent,permanent,both,both,51000.0,51000.0,24000,19000,0,0,0,5000,5000,yes,15000,38000
1235,"Jei Mathaajee College of Engineering, Vishaandikuppam,Karappettai (via), Siruvakkam, Kancheepuram District 631 552",DR R MURALIKRISHNAN,"VISHAANDIKUPPAM,KARAPPETTAI(VIA),SI",KANCHIPURAM,KANCHIPURAM,631552,9655223113,jmceprincipal1@gmail.com,www.jmce.org.in,6380969749,80.0,04810110134412,,UCBA0000481,8.0,KANCHIPURAM,6.0,No,No,94,Boys,Girls,yes,yes,permanent,permanent,both,both,35000.0,35000.0,20000,20000,5000,5000,1500,1000,5500,yes,1500,5000
1140,"Jeppiaar Institute of Technology (Autonomous),kunnam Village,Sriperumpudur Taulk,Kancheepuram District 631604",DR J VENU GOPALA KRISHNAN,"KUNNAM, SUNGUVARCHATRAM, SRIPERUMBUDUR, CHENNAI",SRIPERUMBUDUR,KANCHIPURAM,631604,7401222002,office@jeppiaarinstitute.org,www.jeppiaarinstitute.org,7401222007,91.0,080401001156,ICICI BANK,ICIC0000804,28.0,WALAJABAD,18.0,Yes,Yes,72,Boys,Girls,yes,yes,permanent,permanent,both,both,105000.0,105000.0,60000,60000,0,0,5000,0,0,yes,57600,57600
1306,"Jeppiar Engineering College (Autonomous), Old Mahabalipuram Road (OMR), Chennai 600119",DR K SENTHIL KUMAR,JEPPIAAR NAGAR SEMMENCHERRY RAJIVI GANDHI SALAI OMR CHENNAI,SHOLINGANALLUR,CHENGALPATTU,600119,9444442358,principal@jeppiaarcollege.org,www.jeppiaarcollege.org,9444211951,,778652510,INDIAN BANK,IDIB000J037,15.0,TAMBARAM,20.0,Yes,Yes,102,Boys,Girls,yes,yes,permanent,permanent,both,Both,54000.0,54000.0,50000,50000,1000,1000,0,0,0,yes,25000,75000
1307,"Jerusalem College of Engineering (Autonomous), Narayanapuram, Pallikaranai, Chennai 600 100",DR S SATHIYAMURTHY,"VELACHERY MAIN ROAD,NARAYANAPURAM, PALLIKARANAI",SHOLINGANALLUR,CHENNAI,600100,7540036999,principal@jerusalemengg.ac.in,https://www.jerusalemengg.ac.in,9445488650,96.0,3958010100002720,PUNJAB NATIONAL BANK,PUNB0492100,20.0,VELACHERY,3.0,No,Yes,103,Boys,Girls,yes,yes,permanent,permanent,both,both,52500.0,52500.0,47500,47500,5000,5000,0,0,0,yes,25000,35000
1311,"K C G College of Technology(Autonomous), Karappakkam, Chennai 600096",DR G PRABHAKARAN,RAJIV GANDHI SALAI KARAPAKKAM CHENNAI,SHOLINGANALLUR,CHENNAI,600097,4428389001,principal@kcgcollege.com,www.kcgcollege.ac.in,9600075082,91.0,526302010013664,UNION BANK OF INDIA,UBIN0552631,33.0,TAMBARAM,17.0,Yes,Yes,106,Boys,Girls,yes,yes,permanent,permanent,both,Both,64500.0,64500.0,27500,27500,3000,3000,5000,15000,800,yes,10000,35000
